"","tweet","label"
"3053","in 15 days it will be one year since tøps cancer cover and i am not going to be able to handle it",2
"3054","The guy in hospital cause of Cancer",1
"3056","1 in 8 women will be diagnosed with breast cancer in their lifetime. Host a #PinkRibbonBreakdast and support research",1
"3057",".@VTFIJI has been on campus since 1972 and is made up of around 95 brothers. They support the Jimmy V. Foundation for Cancer Research.",1
"3058","@maydayparade Hoping to be cleared to see you in Portland. I hardly ever miss you, but I am healing from cancer surgery. Fingers crossed!",3
"3059","Stroke survivors doubly at risk of cancer, scientists warn - : …",1
"3060","My grandma has to get her boobs chopped off because of cancer",2
"3061","Hohoho! Merry cristmass you fuckers My aunt just die of cancer",2
"3063","Five Cancer Stages And Treatment Options for each -",1
"3064","Helping loved ones cope with a CANCER reality. Read Goldberg's interview",1
"3065","I think I might do a marathon maybe for breast cancer month 🤔",1
"3066","17% of women with early-stage breast cancer have unnecessary mastectomies, and doctors want to know why",1
"3067","@ananavarro CANCER , a very tough battle, scenario asto overcoming (winning)",2
"3070","#PrimaBioMed Announces Data From IMP321 AIPAC Clinical Trial in Breast Cancer. Read more: $PRR",1
"3071","@PMc276 Cancer is particularly hard on stupidity. Like on people who refuse to take vaccines against cancer. @REGRET_ie @safbaby",1
"3072","Cancer really takes the people I love and cherish the most",2
"3074","#PutinatWar @tv2newsdk @DRNyheder PUTIN DOCTRINE metastases of an invasive cancer ravaging along Putin's borders",0
"3075","#StThomas fire chief dies at 56 in cancer fight. #stthomasproud @laura_broadley reports",2
"3077","CAN WE PLEASE HAVE 1 SEASON WHERE SHANON DOESNT PUT HERSELF INTO PEOPLES CANCER SITUATIONS #RHOC",0
"3078","With their hunger-quenching fiber and cancer-fighting antioxidants, apples really are one of nature's #SuperFoods.",1
"3079","RSS: Cop Battling Stage 4 Cancer Rescues More Than 1000 Hurricane Harvey Victims",2
"3080","Check out what Coastline did for breast cancer awareness",1
"3081","#LastWord If Trump cured cancer the low IQ media would say he was ruined the medical profession",1
"3082","Whatever your symptoms, Web MD comes up with cancer. Try the same thing in a DM room and you will always come up with gonasyphamidiaherpaids.",1
"3084","Rachel Owen, 48, British academic and print-maker, cancer.",2
"3085","The Best Micronutrients to Stop Cancer Cell Growth (video)",1
"3086","Young cancer patient Becca tells us what to do: be kind to someone",2
"3087","Link between heavy vitamin B intake and lung cancer: Long-term use may increase risk in male smokers @oiccsupport",1
"3088","""Prostate cancer laser treatment 'truly transformative'"" by @laurieinoz on @LinkedIn",1
"3089","Breast Cancer Signs, Symptoms and treatment -",1
"3090","Research suggests there are probably about as many #asbestos related lung cancer deaths each year as there are #mesothelioma deaths",1
"3091","Just announced! Special 2.5 day conference on pediatric cancer research in London, presented by @SohnConf #Sohn2018",1
"3092","I’m fighting with @SickKids to combat childhood #Cancer. What’s your VS? #SickKidsVS",1
"3093","A 23-year-old bodybuilder is being ravaged by ovarian cancer — and Instagramming it all",2
"3094","I’m such a cancer lmaoo",0
"3095","Join the fight against Cancer. Read more or Donate now at @AmericanCancer",1
"3096","Thank you @anniemgo for spotlighting @WithLoveCharity and why I #gogold for children with cancer 🎗",1
"3097","@chefsymon cold beer cures everything short of cancer,",1
"3098","Created in memory of my step son Brandon that lost his battle to Cancer at 10 and my Brother Brandon who passed away not long after!",2
"3099","@ThomasMullen @SenatorBoxer @Evan_Low So, we should find a way to not rule. There are problems w/both. But the cancer in the GOP harkens...",1
"3100","Samantha: I am going to kick cancer and that red carpet's ass! #SATC",0
"3101","The guy that punch the kangaroo died of cancer. That was his last hunting trip before he died.",2
"3103","Protect Santa from Prostate Cancer",1
"3104","Food and Drug Administration: Approve the OnCoBlot test for cancer diagnosis - Sign the Petition! via @Change",1
"3107","This boy's story made me tear up. Here's a shout-out to all who are fighting cancer right now. Stay strong! Stay positive! Fight on!",2
"3108","Your Breath Does More Than Repulse—It Can Also Tell Doctors Whether You Have Cancer",1
"3109","Ima Scorpio with a cancer moon this shit is really intense and hard to handle what the fuck",0
"3110","Liver cancer secondary to alcohol use",1
"3111","Houston Police Officer With Terminal Cancer Helped Save 1,000 Harvey Victims",1
"3113","Niswonger Tapped for Cancer Research Post at Washington U - Wayne County…",1
"3114","No one who follows me on twitter cares, but my biopsy results came in and I do not have cancer! 🎉🎊",1
"3116","Conservative Christianity would readily let 100 women die from breast/cervical cancer to stop 1 abortion. SMH! We need #PlannedParenthood!!!",1
"3117","Woman WINS $70 MILLION After Lawsuit Claiming Johnson's Baby Powder Gave Her Cancer",2
"3118","Shrooms Help Cancer Patients Overcome Anxiety and Depression",1
"3121","I liked a @YouTube video from @amazingatheist LIFE SUCKS, let us CURE CANCER.",1
"3122","Should BRCA1 and BRCA2 Genetic Testing Be Added to Guidelines for Prostate Cancer",1
"3124","SDSU professor Wayne Beach was recently recognized for his research with communication and cancer. Learn more:",1
"3125","Just Announced: La Paz, Mexico - Jan 12 at Tropic of Cancer Conc...",1
"3126","Being a part of the cancer community made me realize how many families have it much worse than we do. Appreciate what you have, every day.",1
"3127","You Can See More: Selfies helping detect cancer? UW researchers are on it",1
"3128","Tumour DNA in blood may serve as prognostic marker of pancreatic cancer. ecancer",1
"3129","The pure and simple #Cancer is rarely pure and never simple.",1
"3130","Chris shares the methods that he used to heal cancer in this tell all series which will be FREE online starting...",1
"3132","Cancer sucks Leukemia fucking Sucks Why does it take the people you love the most #Cancer",1
"3133","""Deepcancer: Pig Cancer Through Gene Expressions Via Deep Blood Venison""",1
"3134","U do realize tht abt 3% of planned parenthoods services r abortions? They provide cancer screenings, mammograms and more life saving services.",1
"3135","Here for my Dad. @AdventistHealth #Cancer #Bobby #Hope #ACS @ES_RFL",2
"3137","There are vaccines for cancer treatment, and Issel's features them. Find out more at this link.",1
"3138","Do you know the facts on Milk? They might surprise you! #Cancer #Mucus #Lactose #digestion",1
"3140","Thoughts and prayers going out to Jo Dee Messina on her recent cancer diagnosis. She is one of my favorites!",2
"3142","@Coppinger26 wud u tweet a video to support my charitywork in memory of my Dad who lost his 13month fight to lung cancer at 55 🎅🏻🎗🎅🏻",2
"3144","I should not care about your poster is on point and you slide into a deep depression",1
"3146","post anime depression pa rin hahaha still can not move on with the series frown",3
"3147","What causes depression? What we know, don’t know and suspect via @ConversationEDU",1
"3148","going back to the old me...welcome back depression and anxiety, never leave me again",3
"3152","As someone who suffered from depression and anxiety, turning to food to self medicate and just sinking myself deeper and deeper into low se…",3
"3153","Tropical Depression Thirteen could become hurricane in next couple of days: NHC",0
"3154","#TopNews Tropical depression seen to enter PAR tonight - Manila Bulletin",0
"3155","I have slept about 4 times today and it is only about to be 5.. depression is hitting me hard today",3
"3157","@resnikoff @evilsax I would say this crisis is worse. Sure, no depression (yet) but then people still valued the norms, competency",0
"3158","@not_Liv_Lipskey i always mess things up. you name it. im so deep into depression there is no happiness to be found anymore 😕",3
"3160","I HATE when people pity me and others for our depression or treat me like a child because of it. All I want is to be treated like a normal …",3
"3161","Still plugging away on my #depression paper! #gradlife #psychology .@AntiochU .@depression .@ResearchGate .@NoStigmas Made with .@canva",1
"3162","Having a ""great life"" from an outside view does not make your anxiety or depression any less legitimate",1
"3163","If you enjoy depression, is it still depression?",1
"3164","After Being Fat-Shamed, This Actor Wrote an Empowering Message About Depression",1
"3165","I want #America to join in to help #veterans with alternative #cannabis meds, relieves #anxiety and #depression, @MMJHealthcare",1
"3167","We all know somebody who knows somebody whos doing great [...] but I will kindly enter into rooms of depression""",1
"3169","Today I looked cute, did homework, met my new housemates, had a drink with friends and spent 2 hours prepping meals, depression who??👌🏻😩💦",1
"3170","Battling depression and anxiety is never a straight path. Depression and anxiety come and go, ebb and flow, often unexpectedly.",1
"3172","When will there be a cure for depression? It pains me to see people going through such horrible pain frown",3
"3173","Natalia Nanyakkara talking about depression and distress in patients with type 2 diabetes #ADSADEA2017 #DAPeoplesVoice",1
"3174","""Not being able to control your negative thoughts is also a warning sign of depression."" #LLArrival",1
"3175","That 40% number is equal to number right after Great Depression.",0
"3177","Orgasms can lower a woman's risk of heart disease, stroke, breast cancer, and depression.",1
"3178","Read this thread! I ❤️this a lot! I am by no means an elite athlete, but I have seen some friends who are battle depression over the years.",2
"3179","I think it is impossible for me to get rid of my depression because kid cudi has not made any new music recently I just want another album",0
"3180","You Can Overcome Your Depression And Be Happy -",1
"3181","5 ways to cope with loss during the holidays #hope #holidays #loss #AllYouNeedIsLove #depression #help #love #life",1
"3182","When you are on day 2 or 3 of what is likely a two-week long depression wave",3
"3184","If you are struggling with depression, anxiety, self harm or anything else and you are still here I am proud of you!",1
"3186","Gostei de um vídeo @YouTube - I Have Crippling Depression",1
"3187","but if you reese from enstars since i scouted i have depression",3
"3188","@xWiiNz @MRLEXII symptoms of depression , give him some barbiturates",2
"3189","Like i don't know man I guess I am doing ok for 24, unmedicated depression/anxiety, gay transdude who is had both top surgery and complete hysto",1
"3190","Nature Visits Linked to Less Anxiety and Depression #wellness",1
"3192","An Experiment for People Who do not Understand Depression via @themightysite",1
